ID,Gene,Annotation
NP_008911,MTERF1,"Chr_10	AUGUSTUS	gene	27759474	27760427	.	-	.	ID=Marm_04950;blast_id=""sp|Q99551|MTEF1_HUMAN"";interproscan_id=""IPR003690"";eggnog_id=""termination_of_mitochondrial_transcription"""
NP_009014,NUDT6,"Chr_8	AUGUSTUS	gene	54688120	54709971	.	+	.	ID=Marm_27373;blast_id=""sp|P53370|NUDT6_HUMAN"";interproscan_id=""IPR003293"";eggnog_id=""Nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_6"""
NP_009032,SARDH,"Chr_20	AUGUSTUS	gene	7688610	7711327	.	-	.	ID=Marm_15434;blast_id=""sp|Q9UL12|SARDH_HUMAN"";interproscan_id=""IPR036188"";eggnog_id=""FAD_dependent_oxidoreductase_central_domain"""
NP_009034,NDUFV1,"Chr_5	AUGUSTUS	gene	103626149	103650845	.	-	.	ID=Marm_23813;blast_id=""sp|P49821|NDUV1_HUMAN"";interproscan_id=""IPR011537"";eggnog_id=""Core_subunit_of_the_mitochondrial_membrane_respiratory_chain_NADH_dehydrogenase_(Complex_I)_that_is_believed_to_belong_to_the_minimal_assembly_required_for_catalysis._Complex_I_functions_in_the_transfer_of_electrons_from_NADH_to_the_respiratory_chain"""
NP_009119,ABCB8,"Chr_10	AUGUSTUS	gene	598237	609848	.	+	.	ID=Marm_04098;blast_id=""sp|Q9NUT2|MITOS_HUMAN"";interproscan_id=""IPR039421"";eggnog_id=""ATPase_activity,_coupled_to_transmembrane_movement_of_substances"""
NP_009129,PLPBP,"Chr_12	AUGUSTUS	gene	28246287	28249813	.	-	.	ID=Marm_06681;blast_id=""sp|O94903|PLPHP_HUMAN"";interproscan_id=""IPR011078"";eggnog_id=""Pyridoxal_5'-phosphate_(PLP)-binding_protein,_which_may_be_involved_in_intracellular_homeostatic_regulation_of_pyridoxal_5'-phosphate_(PLP),_the_active_form_of_vitamin_B6"""
NP_009133,AKAP10,"Chr_21	AUGUSTUS	gene	1814764	1829915	.	+	.	ID=Marm_15569;blast_id=""sp|O43572|AKA10_HUMAN"";interproscan_id=""IPR036305"";eggnog_id=""protein_kinase_A_binding"""
NP_009139,MRPL3,"Chr_10	AUGUSTUS	gene	8627	26194	.	-	.	ID=Marm_04692;blast_id=""sp|P09001|RM03_HUMAN"";interproscan_id=""IPR019927"";eggnog_id=""ribosomal_protein_L3"""
NP_009146,POLG2,"Chr_2	AUGUSTUS	gene	139504150	139515100	.	+	.	ID=Marm_12331;blast_id=""sp|Q9UHN1|DPOG2_HUMAN"";interproscan_id=""IPR027030"";eggnog_id=""mitochondrial_glycyl-tRNA_aminoacylation"""
NP_009151,CA5B,"Chr_14	AUGUSTUS	gene	22841091	22850517	.	-	.	ID=Marm_08060;blast_id=""sp|Q9Y2D0|CAH5B_HUMAN"";interproscan_id=""IPR018437"";eggnog_id=""carbonate_dehydratase_activity"""
NP_009169,PXMP4,"Chr_3	AUGUSTUS	gene	36423076	36429065	.	+	.	ID=Marm_16975;blast_id=""sp|Q9Y6I8|PXMP4_HUMAN"";interproscan_id=""IPR019531"";eggnog_id=""Tim17/Tim22/Tim23/Pmp24_family"""
NP_009193,PARK7,"Chr_22	AUGUSTUS	gene	3514434	3518168	.	-	.	ID=Marm_16151;blast_id=""sp|Q99497|PARK7_HUMAN"";interproscan_id=""IPR029062"";eggnog_id=""guanine_deglycation,_methylglyoxal_removal"""
NP_009205,ACOT7,"Chr_22	AUGUSTUS	gene	4206213	4247368	.	+	.	ID=Marm_15983;blast_id=""sp|O00154|BACH_HUMAN"";interproscan_id=""IPR040170"";eggnog_id=""palmitic_acid_biosynthetic_process"""
NP_009294,COMT,"Chr_1	AUGUSTUS	gene	287491874	287495029	.	-	.	ID=Marm_04055;blast_id=""sp|Q8WZ04|TOMT_HUMAN"";interproscan_id=""IPR033025"";eggnog_id=""orcinol_O-methyltransferase_activity"""
NP_015565,CYB5R3,"Chr_7	AUGUSTUS	gene	11621313	11653774	.	-	.	ID=Marm_26407;blast_id=""sp|P00387|NB5R3_HUMAN"";interproscan_id=""IPR039261"";eggnog_id=""cytochrome-b5_reductase_activity,_acting_on_NAD(P)H"""
NP_036192,DNM1L,Chr_7	AUGUSTUS	gene	72938093	72957361	.	-	.	ID=Marm_26819;
NP_036193,DNM1L,Chr_7	AUGUSTUS	gene	72938093	72957361	.	-	.	ID=Marm_26819;
NP_036216,GLUD2,"Chr_4	AUGUSTUS	gene	14657465	14686356	.	+	.	ID=Marm_20662;blast_id=""sp|P00367|DHE3_HUMAN"";interproscan_id=""IPR036291"";eggnog_id=""glutamate_dehydrogenase_[NAD(P)+]_activity"""
NP_036221,ABCB10,"Chr_10	AUGUSTUS	gene	598237	609848	.	+	.	ID=Marm_04098;blast_id=""sp|Q9NUT2|MITOS_HUMAN"";interproscan_id=""IPR039421"";eggnog_id=""ATPase_activity,_coupled_to_transmembrane_movement_of_substances"""
NP_036226,PRDX5,"Chr_19	AUGUSTUS	gene	12543912	12549397	.	-	.	ID=Marm_10727;blast_id=""sp|P30044|PRDX5_HUMAN"";interproscan_id=""IPR037944"";eggnog_id=""Peroxiredoxin-5,_mitochondrial"""
NP_036250,NOCT,"Chr_8	AUGUSTUS	gene	47679184	47694171	.	-	.	ID=Marm_27972;blast_id=""sp|Q9UK39|NOCT_HUMAN"";interproscan_id=""IPR036691"";eggnog_id=""CCR4_carbon_catabolite_repression_4-like_(S._cerevisiae)"""
NP_036255,MTO1,"Chr_1	AUGUSTUS	gene	109814627	109830026	.	-	.	ID=Marm_02904;blast_id=""sp|Q9Y2Z2|MTO1_HUMAN"";interproscan_id=""IPR002218"";eggnog_id=""Mitochondrial_tRNA_translation_optimization_1"""
NP_036272,SLC25A10,"Chr_2	AUGUSTUS	gene	127959271	127977890	.	-	.	ID=Marm_14371;blast_id=""sp|Q9UBX3|DIC_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""Belongs_to_the_mitochondrial_carrier_(TC_2.A.29)_family"""
NP_036277,DTYMK,"Chr_4	AUGUSTUS	gene	72186526	72193006	.	+	.	ID=Marm_21038;blast_id=""sp|P23919|KTHY_HUMAN"";interproscan_id=""IPR027417"";eggnog_id=""thymidylate_kinase"""
NP_036292,FBXL4,"Chr_1	AUGUSTUS	gene	98030508	98051432	.	+	.	ID=Marm_00798;blast_id=""sp|Q9UKA2|FBXL4_HUMAN"";interproscan_id=""IPR032675"";eggnog_id=""ubiquitin-protein_transferase_activity"""
NP_036313,FKBP8,"Chr_16	AUGUSTUS	gene	24543562	24546841	.	-	.	ID=Marm_09142;blast_id=""sp|Q14318|FKBP8_HUMAN"";interproscan_id=""IPR011990"";eggnog_id=""Peptidyl-prolyl_cis-trans_isomerase_FKBP8-like"""
NP_036322,ALDH1L1,"Chr_7	AUGUSTUS	gene	66905056	66946312	.	+	.	ID=Marm_26040;blast_id=""sp|Q3SY69|AL1L2_HUMAN"";interproscan_id=""IPR011407"";eggnog_id=""Aldehyde_dehydrogenase_1_family,_member"""
NP_036324,TIMM10B,"Chr_1	AUGUSTUS	gene	288363599	288364213	.	+	.	ID=Marm_02080;blast_id=""sp|Q9Y5J6|T10B_HUMAN"";interproscan_id=""IPR035427"";eggnog_id=""protein_transport"""
NP_036335,GRHPR,"Chr_2	AUGUSTUS	gene	182355355	182370624	.	+	.	ID=Marm_12839;blast_id=""sp|Q9UBQ7|GRHPR_HUMAN"";interproscan_id=""IPR006139"";eggnog_id=""Glyoxylate_reductase_hydroxypyruvate_reductase"""
NP_036340,HARS2,"Chr_6	AUGUSTUS	gene	1292045	1325163	.	+	.	ID=Marm_23950;blast_id=""sp|P12081|HARS1_HUMAN"";interproscan_id=""IPR015807"";eggnog_id=""Anticodon_binding_domain_of_tRNAs"""
NP_036345,MLYCD,"Chr_14	AUGUSTUS	gene	20871003	20883445	.	-	.	ID=Marm_08040;blast_id=""sp|O95822|DCMC_HUMAN"";interproscan_id=""IPR038917"";eggnog_id=""Malonyl-CoA_decarboxylase_C-terminal_domain"""
NP_036354,MUTYH,"Chr_3	AUGUSTUS	gene	66086763	66098222	.	-	.	ID=Marm_19180;blast_id=""sp|Q9UIF7|MUTYH_HUMAN"";interproscan_id=""IPR044298"";eggnog_id=""purine-specific_mismatch_base_pair_DNA_N-glycosylase_activity"""
NP_036359,GTPBP6,"Chr_1	AUGUSTUS	gene	199390848	199403840	.	-	.	ID=Marm_03466;blast_id=""sp|O43824|GTPB6_HUMAN"";interproscan_id=""IPR016496"";eggnog_id=""GTP_binding_protein_6"""
NP_036360,MSRB2,"Chr_10	AUGUSTUS	gene	22636007	22646365	.	-	.	ID=Marm_04918;blast_id=""sp|Q9Y3D2|MSRB2_HUMAN"";interproscan_id=""IPR028427"";eggnog_id=""L-methionine-(R)-S-oxide_reductase_activity"""
NP_036371,SIRT3,"Chr_5	AUGUSTUS	gene	100526411	100539397	.	+	.	ID=Marm_22866;blast_id=""sp|Q9NTG7|SIR3_HUMAN"";interproscan_id=""IPR029035"";eggnog_id=""NAD-dependent_protein_deacetylase"""
NP_036372,SIRT4,"Chr_17	AUGUSTUS	gene	10827924	10834833	.	+	.	ID=Marm_09267;blast_id=""sp|Q9Y6E7|SIR4_HUMAN"";interproscan_id=""IPR029035"";eggnog_id=""Sir2_family"""
NP_036373,SIRT5,"Chr_6	AUGUSTUS	gene	32894935	32900866	.	-	.	ID=Marm_24988;blast_id=""sp|Q9NXA8|SIR5_HUMAN"";interproscan_id=""IPR026590"";eggnog_id=""protein-malonyllysine_demalonylase_activity"""
NP_036450,LETM1,Chr_1	AUGUSTUS	gene	157404144	157429053	.	+	.	ID=Marm_01264;
NP_036463,MSRA,Chr_1	AUGUSTUS	gene	4449655	4537562	.	+	.	ID=Marm_00070;
NP_036475,NNT,"Chr_9	AUGUSTUS	gene	21800167	21848139	.	+	.	ID=Marm_28507;blast_id=""sp|Q13423|NNTM_HUMAN"";interproscan_id=""IPR026255"";eggnog_id=""NAD(P)+_transhydrogenase_(AB-specific)_activity"""
NP_036539,PICK1,"Chr_7	AUGUSTUS	gene	60893399	60917319	.	-	.	ID=Marm_26727;blast_id=""sp|Q9NRD5|PICK1_HUMAN"";interproscan_id=""IPR030798"";eggnog_id=""Arfaptin-like_domain"""
NP_036590,TIMM13,"Chr_23	AUGUSTUS	gene	6836829	6837321	.	+	.	ID=Marm_16424;blast_id=""sp|Q9Y5L4|TIM13_HUMAN"";interproscan_id=""IPR039238"";eggnog_id=""Mitochondrial_import_inner_membrane_translocase_subunit_Tim13"""
NP_036591,TIMM8B,"Chr_12	AUGUSTUS	gene	17132279	17133939	.	+	.	ID=Marm_06278;blast_id=""sp|Q9Y5J9|TIM8B_HUMAN"";interproscan_id=""IPR035427"";eggnog_id=""Mitochondrial_import_inner_membrane_translocase_subunit_Tim8"""
NP_036592,TIMM9,"Chr_5	AUGUSTUS	gene	7395503	7398706	.	-	.	ID=Marm_23119;blast_id=""sp|Q9Y5J7|TIM9_HUMAN"";interproscan_id=""IPR035427"";eggnog_id=""Translocase_of_inner_mitochondrial_membrane_9"""
NP_036605,TXN2,"Chr_7	AUGUSTUS	gene	63207012	63270386	.	+	.	ID=Marm_26014;blast_id=""sp|O15371|EIF3D_HUMAN"";interproscan_id=""IPR007783"";eggnog_id=""FAD-dependent_oxidoreductase"""
NP_037369,PRELID1,"Chr_2	AUGUSTUS	gene	73901529	73905849	.	-	.	ID=Marm_13927;blast_id=""sp|Q9Y255|PRLD1_HUMAN"";interproscan_id=""IPR037365"";eggnog_id=""phosphatidic_acid_transporter_activity"""
NP_037379,HTRA2,
NP_037399,GLS2,"Chr_11	AUGUSTUS	gene	42919145	42990669	.	-	.	ID=Marm_05952;blast_id=""sp|O94925|GLSK_HUMAN"";interproscan_id=""IPR015868"";eggnog_id=""glutamine_catabolic_process"""
NP_037460,PYCR2,"Chr_2	AUGUSTUS	gene	127603674	127614987	.	+	.	ID=Marm_12230;blast_id=""sp|P32322|P5CR1_HUMAN"";interproscan_id=""IPR000304"";eggnog_id=""Pyrroline-5-carboxylate_reductase"""
NP_037469,TIMM22,"Chr_21	AUGUSTUS	gene	1438852	1441774	.	-	.	ID=Marm_15762;blast_id=""sp|Q9Y584|TIM22_HUMAN"";interproscan_id=""IPR039175"";eggnog_id=""Mitochondrial_import_inner_membrane_translocase_subunit_Tim22"""
NP_037518,SLC25A24,"Chr_3	AUGUSTUS	gene	103212583	103233356	.	-	.	ID=Marm_19466;blast_id=""sp|Q6NUK1|SCMC1_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""Belongs_to_the_mitochondrial_carrier_(TC_2.A.29)_family"""
NP_037519,UQCR10,"Chr_17	AUGUSTUS	gene	13006412	13060499	.	+	.	ID=Marm_09310;blast_id=""sp|Q9H1I8|ASCC2_HUMAN"";interproscan_id=""PTHR21494:SF0"";eggnog_id=""Activating_signal_cointegrator_1_complex_subunit_2"""
NP_037523,DMGDH,"Chr_9	AUGUSTUS	gene	31883646	31938181	.	+	.	ID=Marm_28577;blast_id=""sp|Q9UI17|M2GD_HUMAN"";interproscan_id=""IPR036188"";eggnog_id=""Dimethylglycine_dehydrogenase"""
NP_037525,MRM2,"Chr_18	AUGUSTUS	gene	3587395	3592440	.	-	.	ID=Marm_09989;blast_id=""sp|Q9UI43|MRM2_HUMAN"";interproscan_id=""IPR015507"";eggnog_id=""RNA_methyltransferase"""
NP_037542,AK4,"Chr_3	AUGUSTUS	gene	85838741	85882629	.	-	.	ID=Marm_19351;blast_id=""sp|P27144|KAD4_HUMAN"";interproscan_id=""IPR000850"";eggnog_id=""Involved_in_maintaining_the_homeostasis_of_cellular_nucleotides_by_catalyzing_the_interconversion_of_nucleoside_phosphates._Efficiently_phosphorylates_AMP_and_dAMP_using_ATP_as_phosphate_donor,_but_phosphorylates_only_AMP_when_using_GTP_as_phosphate_donor._Also_displays_broad_nucleoside_diphosphate_kinase_activity"""
NP_037543,AK2,"Chr_13	AUGUSTUS	gene	5700550	5713593	.	+	.	ID=Marm_06748;blast_id=""sp|P54819|KAD2_HUMAN"";interproscan_id=""IPR028587"";eggnog_id=""Adenylate_kinase_2"""
NP_038470,STOML2,"Chr_9	AUGUSTUS	gene	815152	822364	.	+	.	ID=Marm_28333;blast_id=""sp|Q9UJZ1|STML2_HUMAN"";interproscan_id=""IPR001107"";eggnog_id=""Stomatin-like_protein_2"""
NP_039269,LIG3,"Chr_21	AUGUSTUS	gene	7132660	7149289	.	+	.	ID=Marm_15665;blast_id=""sp|P49916|DNLI3_HUMAN"";interproscan_id=""IPR000977"";eggnog_id=""base-excision_repair,_DNA_ligation"""
NP_039663,GCDH,"Chr_2	AUGUSTUS	gene	171813367	171829173	.	+	.	ID=Marm_12722;blast_id=""sp|Q92947|GCDH_HUMAN"";interproscan_id=""IPR009100"";eggnog_id=""glutaryl-CoA_dehydrogenase"""
NP_054642,PRKN,"Chr_1	AUGUSTUS	gene	65451385	65454589	.	+	.	ID=Marm_00550;blast_id=""sp|O60260|PRKN_HUMAN"";interproscan_id=""IPR000626"";eggnog_id=""Parkin_RBR_E3_ubiquitin_protein_ligase"""
NP_054643,PRKN,"Chr_1	AUGUSTUS	gene	65451385	65454589	.	+	.	ID=Marm_00550;blast_id=""sp|O60260|PRKN_HUMAN"";interproscan_id=""IPR000626"";eggnog_id=""Parkin_RBR_E3_ubiquitin_protein_ligase"""
NP_054737,MRPS28,"Chr_6	AUGUSTUS	gene	72718354	72758953	.	-	.	ID=Marm_25263;blast_id=""sp|Q9Y2Q9|RT28_HUMAN"";interproscan_id=""IPR019375"";eggnog_id=""Mitochondrial_ribosomal_protein_MRP-S35"""
NP_054765,MRPS18B,"Chr_2	AUGUSTUS	gene	21446453	21456140	.	+	.	ID=Marm_11341;blast_id=""sp|Q9Y676|RT18B_HUMAN"";interproscan_id=""IPR040054"";eggnog_id=""ribosomal_protein_S18B"""
NP_054768,ACAD9,"Chr_2	AUGUSTUS	gene	59980507	60024342	.	+	.	ID=Marm_11637;blast_id=""sp|Q9H845|ACAD9_HUMAN"";interproscan_id=""IPR009100"";eggnog_id=""medium-chain-acyl-CoA_dehydrogenase_activity"""
NP_054769,MRPL42,"Chr_7	AUGUSTUS	gene	51656523	51663868	.	+	.	ID=Marm_25878;blast_id=""sp|Q9Y6G3|RM42_HUMAN"";interproscan_id=""IPR019346"";eggnog_id=""Mitochondrial_28S_ribosomal_protein_S32"""
NP_054775,HIGD1A,Chr_10	AUGUSTUS	gene	5323346	5334072	.	+	.	ID=Marm_04181;
NP_054786,MACROD1,"Chr_11	AUGUSTUS	gene	8999319	9015484	.	+	.	ID=Marm_05357;blast_id=""sp|Q8IXQ6|PARP9_HUMAN"";interproscan_id=""IPR043472"";eggnog_id=""ADP-D-ribose_binding"""
NP_054797,MRPL13,"Chr_6	AUGUSTUS	gene	91000182	91041590	.	-	.	ID=Marm_25399;blast_id=""sp|Q9BYD1|RM13_HUMAN"";interproscan_id=""IPR005822"";eggnog_id=""ribosomal_protein_L13"""
NP_054817,PRDX3,"Chr_4	AUGUSTUS	gene	48578874	48594443	.	+	.	ID=Marm_20869;blast_id=""sp|P30048|PRDX3_HUMAN"";interproscan_id=""IPR036249"";eggnog_id=""Thioredoxin-dependent_peroxide_reductase,_mitochondrial"""
NP_054861,NUDT5,"Chr_7	AUGUSTUS	gene	10258978	10272389	.	+	.	ID=Marm_25642;blast_id=""sp|Q9UKK9|NUDT5_HUMAN"";interproscan_id=""IPR015797"";eggnog_id=""nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_5"""
NP_054880,MRPL18,"Chr_1	AUGUSTUS	gene	66788460	66791781	.	-	.	ID=Marm_02619;blast_id=""sp|Q9H0U6|RM18_HUMAN"";interproscan_id=""IPR036967"";eggnog_id=""ribosomal_protein_L18"""
NP_054884,NDUFAF4,"Chr_1	AUGUSTUS	gene	99238452	99245377	.	+	.	ID=Marm_00806;blast_id=""sp|Q9P032|NDUF4_HUMAN"";interproscan_id=""IPR009622"";eggnog_id=""NADH_ubiquinone_oxidoreductase_complex_assembly_factor_4"""
NP_054887,METTL5,"Chr_11	AUGUSTUS	gene	51565399	51576311	.	+	.	ID=Marm_05616;blast_id=""sp|Q9NRN9|METL5_HUMAN"";interproscan_id=""IPR029063"";eggnog_id=""methyltransferase_activity"""
NP_054894,MRPL15,"Chr_6	AUGUSTUS	gene	61120553	61126597	.	+	.	ID=Marm_24372;blast_id=""sp|Q9P015|RM15_HUMAN"";interproscan_id=""IPR005749"";eggnog_id=""ribosomal_protein_L15"""
NP_054896,TIMM21,"Chr_6	AUGUSTUS	gene	40520156	40534060	.	-	.	ID=Marm_25049;blast_id=""sp|Q9BVV7|TIM21_HUMAN"";interproscan_id=""IPR013261"";eggnog_id=""Translocase_of_inner_mitochondrial_membrane_21"""
NP_054899,MRPL22,"Chr_2	AUGUSTUS	gene	78998481	79017292	.	-	.	ID=Marm_13962;blast_id=""sp|Q9NWU5|RM22_HUMAN"";interproscan_id=""IPR036394"";eggnog_id=""structural_constituent_of_ribosome"""
NP_055037,NDUFA8,"Chr_20	AUGUSTUS	gene	1177767	1182038	.	-	.	ID=Marm_15334;blast_id=""sp|P51970|NDUA8_HUMAN"";interproscan_id=""IPR016680"";eggnog_id=""mitochondrial_electron_transport,_NADH_to_ubiquinone"""
NP_055049,HSD17B8,"Chr_2	AUGUSTUS	gene	14508591	14510929	.	-	.	ID=Marm_13391;blast_id=""sp|Q92506|DHB8_HUMAN"";interproscan_id=""IPR036291"";eggnog_id=""KR_domain"""
NP_055066,SLC25A13,"Chr_10	AUGUSTUS	gene	29698243	29815480	.	-	.	ID=Marm_04971;blast_id=""sp|Q9UJS0|CMC2_HUMAN"";interproscan_id=""IPR029658"";eggnog_id=""malate-aspartate_shuttle"""
NP_055067,SLC25A15,"Chr_1	AUGUSTUS	gene	138116743	138130257	.	-	.	ID=Marm_03083;blast_id=""sp|Q9Y619|ORNT1_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""Belongs_to_the_mitochondrial_carrier_(TC_2.A.29)_family"""
NP_055078,YME1L1,"Chr_10	AUGUSTUS	gene	20940925	20960345	.	-	.	ID=Marm_04903;blast_id=""sp|Q96TA2|YMEL1_HUMAN"";interproscan_id=""IPR005936"";eggnog_id=""ATP-dependent_peptidase_activity"""
NP_055106,GCAT,"Chr_7	AUGUSTUS	gene	61201824	61288553	.	-	.	ID=Marm_26732;blast_id=""sp|O75600|KBL_HUMAN"";interproscan_id=""IPR011282"";eggnog_id=""glycine_C-acetyltransferase_activity"""
NP_055112,ETHE1,"Chr_13	AUGUSTUS	gene	19780662	19790477	.	-	.	ID=Marm_07363;blast_id=""sp|O95571|ETHE1_HUMAN"";interproscan_id=""IPR036866"";eggnog_id=""Persulfide_dioxygenase_ETHE1"""
NP_055116,ISCU,"Chr_17	AUGUSTUS	gene	18647928	18649758	.	+	.	ID=Marm_09388;blast_id=""sp|Q9H1K1|ISCU_HUMAN"";interproscan_id=""IPR002871"";eggnog_id=""Scaffold_protein_for_the_de_novo_synthesis_of_iron-_sulfur_(Fe-S)_clusters_within_mitochondria,_which_is_required_for_maturation_of_both_mitochondrial_and_cytoplasmic_2Fe-2S_and_4Fe-4S_proteins"""
NP_055132,PDSS1,"Chr_10	AUGUSTUS	gene	21125380	21141317	.	-	.	ID=Marm_04905;blast_id=""sp|Q5T2R2|DPS1_HUMAN"";interproscan_id=""IPR008949"";eggnog_id=""synthase_subunit_1"""
NP_055139,AMACR,"Chr_9	AUGUSTUS	gene	17914997	17923559	.	-	.	ID=Marm_29096;blast_id=""sp|Q9UHK6|AMACR_HUMAN"";interproscan_id=""IPR023606"";eggnog_id=""alpha-methylacyl-CoA_racemase"""
NP_055153,PISD,"Chr_17	AUGUSTUS	gene	11269629	11301185	.	-	.	ID=Marm_09517;blast_id=""sp|Q9UG56|PISD_HUMAN"";interproscan_id=""IPR033661"";eggnog_id=""phosphatidylserine_decarboxylase_activity"""
NP_055156,MTCH1,"Chr_3	AUGUSTUS	gene	59369357	59387127	.	-	.	ID=Marm_19115;blast_id=""sp|Q9NZJ7|MTCH1_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""mitochondrial_carrier"""
NP_055157,MTCH2,"Chr_5	AUGUSTUS	gene	107631337	107650048	.	+	.	ID=Marm_22988;blast_id=""sp|Q9Y6C9|MTCH2_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""positive_regulation_of_programmed_cell_death"""
NP_055177,HIBCH,"Chr_11	AUGUSTUS	gene	43252752	43299689	.	+	.	ID=Marm_05553;blast_id=""sp|Q6NVY1|HIBCH_HUMAN"";interproscan_id=""IPR032259"";eggnog_id=""3-hydroxyisobutyryl-CoA_hydrolase,_mitochondrial"""
NP_055182,FAM162A,"Chr_2	AUGUSTUS	gene	176518736	176529821	.	+	.	ID=Marm_12781;blast_id=""sp|Q96A26|F162A_HUMAN"";interproscan_id=""IPR009432"";eggnog_id=""positive_regulation_of_release_of_cytochrome_c_from_mitochondria"""
NP_055199,ACAD8,"Chr_12	AUGUSTUS	gene	21757152	21766511	.	-	.	ID=Marm_06625;blast_id=""sp|Q9UKU7|ACAD8_HUMAN"";interproscan_id=""IPR034178"";eggnog_id=""acyl-CoA_dehydrogenase_family_member_8"""
NP_055205,SND1,"Chr_7	AUGUSTUS	gene	93925302	94084600	.	-	.	ID=Marm_27013;blast_id=""sp|Q7KZF4|SND1_HUMAN"";interproscan_id=""IPR016685"";eggnog_id=""Staphylococcal_nuclease"""
NP_055209,GHITM,"Chr_10	AUGUSTUS	gene	1818167	1827605	.	+	.	ID=Marm_04128;blast_id=""sp|Q9H3K2|GHITM_HUMAN"";interproscan_id=""IPR035871"";eggnog_id=""apoptotic_process"""
NP_055217,UQCRQ,"Chr_19	AUGUSTUS	gene	11673958	11678312	.	+	.	ID=Marm_10414;blast_id=""sp|O14949|QCR8_HUMAN"";interproscan_id=""IPR036642"";eggnog_id=""subthalamus_development"""
NP_055322,MCAT,"Chr_7	AUGUSTUS	gene	5794491	5802407	.	+	.	ID=Marm_25609;blast_id=""sp|Q8IVS2|FABD_HUMAN"";interproscan_id=""IPR014043"";eggnog_id=""malonyltransferase_activity"""
NP_055324,SERHL2,"Chr_7	AUGUSTUS	gene	57007134	57029350	.	-	.	ID=Marm_26686;blast_id=""sp|Q9H4I8|SEHL2_HUMAN"";interproscan_id=""IPR029058"";eggnog_id=""Serine_hydrolase-like"""
NP_055452,MTFR1,"Chr_6	AUGUSTUS	gene	66021238	66030820	.	+	.	ID=Marm_24413;blast_id=""sp|Q15390|MTFR1_HUMAN"";interproscan_id=""IPR007972"";eggnog_id=""mitochondrial_fission"""
NP_055470,SLC25A44,"Chr_19	AUGUSTUS	gene	8804529	8807991	.	+	.	ID=Marm_10354;blast_id=""sp|Q96H78|S2544_HUMAN"";interproscan_id=""IPR042164"";eggnog_id=""mitochondrial_transport"""
NP_055487,PRORP,"Chr_5	AUGUSTUS	gene	39616690	39663081	.	-	.	ID=Marm_23347;blast_id=""sp|O15091|MRPP3_HUMAN"";interproscan_id=""IPR033495"";eggnog_id=""mitochondrial_tRNA_5'-end_processing"""
NP_055578,MRPL19,"Chr_11	AUGUSTUS	gene	23615730	23623319	.	+	.	ID=Marm_05427;blast_id=""sp|P49406|RM19_HUMAN"";interproscan_id=""IPR001857"";eggnog_id=""structural_constituent_of_ribosome"""
NP_055580,TOMM20,"Chr_1	AUGUSTUS	gene	57226237	57241370	.	+	.	ID=Marm_00487;blast_id=""sp|Q15388|TOM20_HUMAN"";interproscan_id=""IPR002056"";eggnog_id=""Mitochondrial_import_receptor_subunit_TOM20_homolog"""
NP_055588,DELE1,"Chr_3	AUGUSTUS	gene	122409516	122436843	.	-	.	ID=Marm_19654;blast_id=""sp|Q14154|DELE1_HUMAN"";interproscan_id=""IPR011990"";eggnog_id=""Sel1-like_repeats."""
NP_055597,ARMCX2,"Chr_7	AUGUSTUS	gene	14865694	14877444	.	+	.	ID=Marm_25679;blast_id=""sp|Q8N2F6|ARM10_HUMAN"";interproscan_id=""IPR011989"";eggnog_id=""Armadillo-like"""
NP_055635,TOMM70,"Chr_1	AUGUSTUS	gene	250714390	250732058	.	+	.	ID=Marm_01770;blast_id=""sp|O94826|TOM70_HUMAN"";interproscan_id=""IPR011990"";eggnog_id=""Translocase_of_outer_mitochondrial_membrane_70"""
NP_055689,MFN2,"Chr_22	AUGUSTUS	gene	9665898	9683099	.	+	.	ID=Marm_16082;blast_id=""sp|O95140|MFN2_HUMAN"";interproscan_id=""IPR027089"";eggnog_id=""parkin-mediated_stimulation_of_mitophagy_in_response_to_mitochondrial_depolarization"""
NP_055704,PITRM1,"Chr_10	AUGUSTUS	gene	15273525	15309876	.	-	.	ID=Marm_04871;blast_id=""sp|Q5JRX3|PREP_HUMAN"";interproscan_id=""IPR011249"";eggnog_id=""metalloendopeptidase_activity"""
NP_055720,GLS,"Chr_11	AUGUSTUS	gene	42919145	42990669	.	-	.	ID=Marm_05952;blast_id=""sp|O94925|GLSK_HUMAN"";interproscan_id=""IPR015868"";eggnog_id=""glutamine_catabolic_process"""
NP_055744,FASTKD2,"Chr_11	AUGUSTUS	gene	32696777	32710172	.	-	.	ID=Marm_05887;blast_id=""sp|Q9NYY8|FAKD2_HUMAN"";interproscan_id=""IPR010622"";eggnog_id=""FAST_kinase"""
NP_055781,DHX30,"Chr_10	AUGUSTUS	gene	1276666	1319010	.	-	.	ID=Marm_04724;blast_id=""sp|Q7L2E3|DHX30_HUMAN"";interproscan_id=""IPR027417"";eggnog_id=""mitochondrial_large_ribosomal_subunit_assembly"""
